pid,survey_id,political_party_name,support_rate
1636,131,모름/무응답,1.0
1637,132,모름/무응답,0.0
1638,133,모름/무응답,0.9
1639,134,모름/무응답,0.1
1640,135,모름/무응답,0.0
1641,136,모름/무응답,5.0
1642,137,모름/무응답,0.6
1643,138,모름/무응답,0.6
1644,139,모름/무응답,0.2
1645,140,모름/무응답,0.7
1646,141,모름/무응답,0.6
1647,142,모름/무응답,0.2
1648,143,모름/무응답,1.0
1649,144,모름/무응답,0.8
1650,145,모름/무응답,1.5
1651,146,모름/무응답,0.2
1652,147,모름/무응답,2.0
1653,148,모름/무응답,1.2
1654,149,모름/무응답,1.0
1655,150,모름/무응답,1.2
1656,151,모름/무응답,0.0
1657,152,모름/무응답,1.0
1658,153,모름/무응답,0.9
1659,154,모름/무응답,0.4
1660,155,모름/무응답,0.9
1661,156,모름/무응답,1.2
1662,157,모름/무응답,1.0
1663,158,모름/무응답,0.9
1664,159,모름/무응답,0.6
1665,160,모름/무응답,0.4
1666,161,모름/무응답,2.0
1667,162,모름/무응답,0.8
1668,163,모름/무응답,0.1
1669,164,모름/무응답,0.9
1670,165,모름/무응답,1.0
1671,166,모름/무응답,0.0
1672,167,모름/무응답,0.8
1673,168,모름/무응답,1.0
1674,169,모름/무응답,0.9
1675,170,모름/무응답,1.0
1676,171,모름/무응답,0.4
1677,172,모름/무응답,0.7
1678,173,모름/무응답,1.0
1679,174,모름/무응답,0.5
1680,175,모름/무응답,0.4
1681,176,모름/무응답,3.0
1682,177,모름/무응답,0.4
1683,178,모름/무응답,1.1
1684,179,모름/무응답,0.1
1685,180,모름/무응답,1.0
1686,181,모름/무응답,0.2
1687,182,모름/무응답,1.4
1688,183,모름/무응답,0.7
1689,184,모름/무응답,0.4
1690,185,모름/무응답,0.9
1691,186,모름/무응답,0.8
1692,187,모름/무응답,1.0
1693,188,모름/무응답,0.2
1694,189,모름/무응답,0.7
1695,190,모름/무응답,1.0
1696,191,모름/무응답,0.2
1697,192,모름/무응답,2.0
1698,193,모름/무응답,0.8
1699,194,모름/무응답,0.3
1700,195,모름/무응답,0.8
1701,196,모름/무응답,1.0
1702,197,모름/무응답,0.2
1703,198,모름/무응답,1.3
1704,199,모름/무응답,0.7
1705,200,모름/무응답,1.2
1706,201,모름/무응답,0.9
1707,202,모름/무응답,0.9
1708,203,모름/무응답,1.3
1709,204,모름/무응답,1.0
1710,205,모름/무응답,1.0
1711,206,모름/무응답,0.4
1712,207,모름/무응답,0.3
1713,208,모름/무응답,0.2
1714,209,모름/무응답,3.0
1715,210,모름/무응답,0.4
1716,211,모름/무응답,1.0
1717,212,모름/무응답,0.5
1718,213,모름/무응답,0.4
1719,214,모름/무응답,1.0
