stock_id,standard_code,short_code,kor_stock_name,kor_stock_abbr,eng_stock_name,listing_date,market_type,security_type,affiliated_dept,stock_type,listed_shares
124,KR7352910004,352910,오비고,오비고,Obigo Inc.,2021/07/13,KOSDAQ,주권,기술성장기업부,보통주,12637802
125,KR7052300001,052300,오션인더블유,오션인더블유,Ocean In W,2001/08/02,KOSDAQ,주권,중견기업부,보통주,16865143
126,KR7173130006,173130,오파스넷,오파스넷,"OPASNET co., Ltd",2018/08/24,KOSDAQ,주권,우량기업부,보통주,13046473
127,KR7440320000,440320,주식회사 오픈놀,오픈놀,"Openknowl Co.,Ltd.",2023/06/30,KOSDAQ,주권,기술성장기업부,보통주,9805000
128,KR7049480007,049480,오픈베이스,오픈베이스,"Openbase, Inc.",2001/01/09,KOSDAQ,주권,우량기업부,보통주,31422383
129,KR7005320007,005320,온타이드보통주,온타이드,ONTIDE,1996/12/24,KOSPI,주권,,보통주,67522221
130,KR7109080002,109080,옵티시스,옵티시스,"OPTICIS CO., LTD.",2011/07/12,KOSDAQ,주권,벤처기업부,보통주,5636000
131,KR7079000006,079000,와토스 코리아,와토스코리아,"WATOS COREA CO.,LTD",2005/11/15,KOSDAQ,주권,중견기업부,보통주,7200000
132,KR7101170009,101170,우림피티에스,우림피티에스,WOORIM POWER TRAIN SOLUTION,2009/04/28,KOSDAQ,주권,우량기업부,보통주,13500000
133,KR7046940003,046940,우원개발,우원개발,"Woowon Development Co., Ltd.",2002/06/18,KOSDAQ,주권,중견기업부,보통주,18074350
134,KR7014190003,014190,원익큐브,원익큐브,WONIK CUBE Corp.,1996/04/26,KOSDAQ,주권,우량기업부,보통주,35399906
135,KR7376980009,376980,원티드랩,원티드랩,Wanted Lab Inc.,2021/08/11,KOSDAQ,주권,기술성장기업부,보통주,9754994
136,KR7065370009,065370,위세아이텍,위세아이텍,"WISE iTech Co., Ltd.",2020/02/10,KOSDAQ,주권,벤처기업부,보통주,7383954
137,KR7299900001,299900,위지윅스튜디오,위지윅스튜디오,"WYSIWYG STUDIOS CO., LTD.",2018/12/20,KOSDAQ,주권,우량기업부,보통주,171048884
138,KR7136540002,136540,윈스,윈스,"Wins co., Ltd.",2011/05/02,KOSDAQ,주권,우량기업부,보통주,12279746
139,KR7192390003,192390,윈하이텍,윈하이텍,"WINHITECH CO., Ltd.",2014/07/25,KOSDAQ,주권,벤처기업부,보통주,11032229
140,KR7008600009,008600,윌비스보통주,윌비스,TheWillBes,1989/07/28,KOSPI,주권,,보통주,67236039
141,KR7446070005,446070,유니드비티플러스보통주,유니드비티플러스,UNID btplus,2022/11/28,KOSPI,주권,,보통주,10611215
142,KR7084440007,084440,유비온,유비온,UBION CO.LTD.,2022/11/18,KOSDAQ,주권,기술성장기업부,보통주,19712800
143,KR7069330009,069330,유아이디,유아이디,"U.I.DISPLAY CO.,LTD.",2003/08/18,KOSDAQ,주권,벤처기업부,보통주,14191091
144,KR7049520000,049520,유아이엘,유아이엘,"UIL Co.,Ltd",2001/08/02,KOSDAQ,주권,중견기업부,보통주,21784936
145,KR7000220004,000220,유유제약보통주,유유제약,YuyuPharma,1975/11/18,KOSPI,주권,,보통주,17032351
146,KR7221800006,221800,유투바이오,유투바이오,"U2BIO CO., LTD.",2023/11/02,KOSDAQ,주권,기술성장기업부,보통주,11287196
147,KR7039020003,039020,이건홀딩스,이건홀딩스,"EAGON HOLDINGS CO., LTD.",2000/05/04,KOSDAQ,주권,중견기업부,보통주,22584709
148,KR7053350005,053350,이니텍,이니텍,"INITECH Co., Ltd.",2001/11/15,KOSDAQ,주권,중견기업부,보통주,19790916
149,KR7015020001,015020,이스타코보통주,이스타코,e-STARCO,1988/12/23,KOSPI,주권,,보통주,42851600
150,KR7450520002,450520,인스웨이브시스템즈,인스웨이브시스템즈,"Inswave Systems Co., Ltd.",2023/09/25,KOSDAQ,주권,벤처기업부,보통주,14704578
151,KR7129260006,129260,인터지스보통주,인터지스,INTERGIS,2011/12/16,KOSPI,주권,,보통주,29747874
152,KR7013360003,013360,일성건설보통주,일성건설,IlsungConstruction,1989/12/02,KOSPI,주권,,보통주,54024880
153,KR7234920007,234920,자이글,자이글,"Zaigle Co., Ltd.",2016/09/06,KOSDAQ,주권,벤처기업부,보통주,13530910
154,KR7208140004,208140,정다운,정다운,"JUNGDAWN Co., Ltd.",2014/12/17,KOSDAQ,주권,우량기업부,보통주,32684246
155,KR7159580000,159580,제로투세븐,제로투세븐,Zero to Seven Inc,2013/02/19,KOSDAQ,주권,중견기업부,보통주,20032636
156,KR7038010005,038010,제일테크노스,제일테크노스,"JEIL TECHNOS CO., LTD",2000/01/11,KOSDAQ,주권,우량기업부,보통주,9000000
157,KR7053050001,053050,지에스이,지에스이,"GSE Co., Ltd.",2001/10/11,KOSDAQ,주권,우량기업부,보통주,29987597
158,KR7204840003,204840,지엘팜텍,지엘팜텍,GL Pharm Tech Corp.,2014/11/20,KOSDAQ,주권,기술성장기업부,보통주,76965206
159,KR7003780004,003780,진양산업보통주,진양산업,Chinyang Industry,1973/06/26,KOSPI,주권,,보통주,13000000
160,KR7010640001,010640,진양폴리우레탄보통주,진양폴리,ChinYangPolyurethane,1989/09/30,KOSPI,주권,,보통주,10000000
161,KR7100250000,100250,진양홀딩스보통주,진양홀딩스,Chinyang Holdings Corporation,2008/02/15,KOSPI,주권,,보통주,55895292
162,KR7051630002,051630,진양화학보통주,진양화학,ChinYangChemicalCorporation,2001/01/29,KOSPI,주권,,보통주,21200000
163,KR7002780005,002780,진흥기업보통주,진흥기업,ChinhungInternational,1977/06/25,KOSPI,주권,,보통주,145471745
164,KR7033250002,033250,체시스보통주,체시스,"CHASYS Co.,Ltd",1999/08/11,KOSPI,주권,,보통주,32000000
165,KR7016920001,016920,카스,카스,Cas,1990/01/04,KOSDAQ,주권,중견기업부,보통주,26493538
166,KR7050110006,050110,캠시스,캠시스,CammSys Corp.,2001/05/17,KOSDAQ,주권,중견기업부,보통주,73824118
167,KR7307930008,307930,컴퍼니케이파트너스,컴퍼니케이,COMPANY K PARTNERS LIMITED,2019/05/23,KOSDAQ,주권,중견기업부,보통주,15610000
168,KR7001620004,001620,케이비아이동국실업보통주,케이비아이동국실업,KBI DONGKOOK IND,1990/09/15,KOSPI,주권,,보통주,111293031
169,KR7025880006,025880,케이씨피드,케이씨피드,"KC FEED CO., LTD.",1995/07/07,KOSDAQ,주권,중견기업부,보통주,16715858
170,KR7093640001,093640,케이알엠,케이알엠,Korea Robot Manufacturing,2007/10/19,KOSDAQ,주권,벤처기업부,보통주,32606724
171,KR7145270005,145270,케이탑리츠보통주,케이탑리츠,KTOPREITs,2012/01/31,KOSPI,부동산투자회사,,보통주,48060774
172,KR7052400009,052400,코나아이,코나아이,"KONA I CO.,LTD.",2001/10/18,KOSDAQ,주권,우량기업부,보통주,14563291
173,KR7027050004,027050,코리아나화장품,코리아나,"COREANA COSMETICS CO.,LTD",1999/12/10,KOSDAQ,주권,중견기업부,보통주,40000000
174,KR7049430002,049430,코메론,코메론,KOMELON CORPORATION,2001/01/16,KOSDAQ,주권,우량기업부,보통주,9048000
175,KR7002020006,002020,코오롱보통주,코오롱,KOLON CORPORATION,1975/06/23,KOSPI,주권,,보통주,12626426
176,KR7003070000,003070,코오롱글로벌보통주,코오롱글로벌,KolonGlobalCorporation,1978/09/15,KOSPI,주권,,보통주,18932713
177,KR7450140009,450140,코오롱모빌리티그룹보통주,코오롱모빌리티그룹,KOLON MOBILITY GROUP,2023/01/31,KOSPI,주권,,보통주,62777250
178,KR7121850002,121850,코이즈,코이즈,"KOYJ.CO.,LTD",2012/09/27,KOSDAQ,주권,벤처기업부,보통주,30614175
179,KR7031820004,031820,콤텍시스템보통주,콤텍시스템,ComtecSystems,1997/02/12,KOSPI,주권,,보통주,121051466
